id,situationtext
1954,"Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Participant X won the game fair and SQAURE, why should they have to give up their money"
1956,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Because Y perform better and should be rewarded better than X.
1958,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think it's fair to give the participant some payout because they did solve problems.
1959,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I chose to redistribute $1.00 to balance fairness and merit rewarding Ys better performance while still recognizing Xs effort.
1961,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I think the effort that participant X put into the task should be rewarded. I would related it to a job where a high performer should get  higher bonus that an average performer but the average performer should still be rewarded
1962,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I chose not to redistribute any of participant Ys earnings to participant X because the rules were clearly defined and accepted by both parties before the task. The incentive was based on relative performance, and participant Y fairly earned their reward by solving more problems than participant X. Redistributing earnings after the fact would compromise the fairness and integrity of the original agreement. Upholding the established rules ensures that effort and performance are respected and that the incentive system remains meaningful. While X made an effort, rewarding Y fully aligns with the studys merit-based structure and preserves its intended purpose."
1963,"Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The rules were clearly explained beforehand: only those who solved at least as many problems as their partner would earn money. Participant Y outperformed X, so its fair they keep their full earnings."
1964,Y barely outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I opted to transfer the amount of $0.25 of Participant Y to Participant X as a paltry attempt at equalizing
1965,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I thought Y still deserved more but X should get something as they only completed 3 less then Y.
1966,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The first participant also answered many questions correctly.
1967,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  A little for their effort but not enough to remove from the one that put in full effort.
1970,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The rules of the game stated that whoever got more answers correct would get the money. The person who got most answers correct should have gotten all of the money.
1971,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I determined that Participant X had scored 3/5 of the questions that Participant Y had. I thought .75 would make it the most fair...that would give Participant X about 1/3 of the money earned.
1972,Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  i had no motivation
1973,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I would be a bit hard to distribute such a small amount
1974,Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  They were close but still didnt win.
1975,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Y scored better and deserved to be paid. They were the better of the 2
1976,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I merely just wanted to share
1977,Y barely outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Rules were determined in the beginning.  I should not be allowed to change them
